# File generated by CMD 3.5 (http://stev.oapd.inaf.it/cmd) on Mon Oct 11 13:38:36 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia DR2 + Tycho2 + 2MASS (all Vegamags, Gaia passbands from Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag  B_Tmag  V_Tmag  Jmag    Hmag    Ksmag
0.0056 -0.43462 10.11394 0.8788700700 2.4434864521    0.787  1.692  3.6978  2.385    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.539 0.544 0.994 1.027 -0.077 1.810 0.900 -0.840 -1.336 -1.410
0.0056 -0.43462 10.11394 0.8789258599 2.4435021877    0.787  1.704  3.6970  2.371    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.511 0.519 0.971 1.004 -0.105 1.792 0.876 -0.871 -1.369 -1.443
0.0056 -0.43462 10.11394 0.8789778948 2.4435169697    0.787  1.707  3.6969  2.367    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.503 0.511 0.964 0.997 -0.113 1.785 0.869 -0.879 -1.378 -1.453
0.0056 -0.43462 10.11394 0.8790305853 2.4435317516    0.788  1.708  3.6970  2.366    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.501 0.508 0.960 0.993 -0.116 1.781 0.866 -0.882 -1.380 -1.454
0.0056 -0.43462 10.11394 0.8790844083 2.4435470104    0.788  1.707  3.6974  2.369    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.502 0.509 0.960 0.993 -0.114 1.779 0.865 -0.879 -1.376 -1.450
0.0056 -0.43462 10.11394 0.8791375160 2.4435617924    0.788  1.705  3.6980  2.373    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.506 0.512 0.961 0.994 -0.110 1.777 0.867 -0.872 -1.368 -1.441
0.0056 -0.43462 10.11394 0.8791925907 2.4435772896    0.788  1.703  3.6986  2.378    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.512 0.516 0.964 0.996 -0.104 1.776 0.869 -0.864 -1.358 -1.431
0.0056 -0.43462 10.11394 0.8792465925 2.4435925484    0.788  1.701  3.6993  2.383    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.518 0.520 0.966 0.999 -0.099 1.775 0.872 -0.856 -1.347 -1.420
0.0056 -0.43462 10.11394 0.8793019056 2.4436080456    0.788  1.698  3.6999  2.388    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.524 0.525 0.969 1.002 -0.092 1.774 0.875 -0.847 -1.337 -1.410
0.0056 -0.43462 10.11394 0.8793529272 2.4436225891    0.788  1.696  3.7005  2.392    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.529 0.528 0.972 1.004 -0.087 1.773 0.878 -0.840 -1.328 -1.401
0.0056 -0.43462 10.11394 0.8794036508 2.4436366558    0.788  1.695  3.7010  2.396    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.534 0.532 0.974 1.006 -0.083 1.773 0.880 -0.834 -1.320 -1.393
0.0056 -0.43462 10.11394 0.8794558048 2.4436514378    0.788  1.693  3.7015  2.400    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.537 0.534 0.975 1.007 -0.079 1.772 0.882 -0.828 -1.313 -1.385
0.0056 -0.43462 10.11394 0.8795125484 2.4436674118    0.788  1.692  3.7020  2.403    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.541 0.537 0.977 1.009 -0.075 1.770 0.883 -0.823 -1.306 -1.378
0.0056 -0.43462 10.11394 0.8795659542 2.4436824322    0.788  1.690  3.7024  2.406    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.544 0.539 0.978 1.010 -0.073 1.769 0.884 -0.819 -1.301 -1.373
0.0056 -0.43462 10.11394 0.8796219826 2.4436981678    0.788  1.689  3.7028  2.408    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.546 0.541 0.978 1.010 -0.070 1.768 0.885 -0.815 -1.296 -1.368
0.0056 -0.43462 10.11394 0.8796271086 2.4436995983    0.788  1.689  3.7028  2.408    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.546 0.541 0.978 1.010 -0.070 1.768 0.885 -0.815 -1.295 -1.367
0.0056 -0.43462 10.11394 0.8796331286 2.4437012672    0.788  1.689  3.7028  2.409    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.547 0.541 0.978 1.010 -0.070 1.768 0.885 -0.814 -1.295 -1.367
0.0056 -0.43462 10.11394 0.8796873093 2.4437165260    0.788  1.689  3.7031  2.410    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.548 0.542 0.978 1.011 -0.068 1.766 0.886 -0.812 -1.292 -1.363
0.0056 -0.43462 10.11394 0.8797436357 2.4437322617    0.788  1.688  3.7034  2.412    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.549 0.542 0.978 1.010 -0.067 1.765 0.886 -0.810 -1.289 -1.360
0.0056 -0.43462 10.11394 0.8797990084 2.4437479973    0.788  1.688  3.7036  2.413    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.549 0.542 0.978 1.010 -0.067 1.763 0.885 -0.809 -1.288 -1.359
0.0056 -0.43462 10.11394 0.8798522949 2.4437627792    0.788  1.689  3.7036  2.413    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.548 0.541 0.976 1.008 -0.068 1.762 0.884 -0.809 -1.288 -1.359
0.0056 -0.43462 10.11394 0.8799070120 2.4437782764    0.789  1.689  3.7037  2.412    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.547 0.539 0.975 1.007 -0.070 1.760 0.882 -0.811 -1.290 -1.361
0.0056 -0.43462 10.11394 0.8799619675 2.4437937737    0.789  1.690  3.7036  2.411    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.544 0.536 0.972 1.004 -0.072 1.757 0.879 -0.814 -1.293 -1.364
0.0056 -0.43462 10.11394 0.8800160289 2.4438087940    0.789  1.692  3.7035  2.409    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.540 0.533 0.969 1.001 -0.076 1.755 0.876 -0.819 -1.297 -1.369
0.0056 -0.43462 10.11394 0.8800216913 2.4438104630    0.789  1.692  3.7034  2.409    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.540 0.532 0.969 1.001 -0.077 1.755 0.876 -0.819 -1.298 -1.369
0.0056 -0.43462 10.11394 0.8800661564 2.4438228607    0.789  1.694  3.7032  2.406    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.535 0.528 0.965 0.997 -0.082 1.752 0.872 -0.825 -1.304 -1.376
0.0056 -0.43462 10.11394 0.8801169991 2.4438371658    0.789  1.696  3.7029  2.402    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.529 0.523 0.960 0.992 -0.088 1.750 0.867 -0.832 -1.312 -1.384
0.0056 -0.43462 10.11394 0.8801679015 2.4438514709    0.789  1.699  3.7025  2.398    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.522 0.516 0.955 0.987 -0.095 1.746 0.861 -0.840 -1.322 -1.394
0.0056 -0.43462 10.11394 0.8802163601 2.4438650608    0.789  1.703  3.7021  2.392    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.513 0.508 0.948 0.980 -0.104 1.742 0.854 -0.851 -1.334 -1.406
0.0056 -0.43462 10.11394 0.8802659512 2.4438791275    0.789  1.707  3.7015  2.386    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.502 0.499 0.940 0.972 -0.115 1.737 0.846 -0.864 -1.348 -1.420
0.0056 -0.43462 10.11394 0.8803156614 2.4438929558    0.789  1.712  3.7009  2.379    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.491 0.489 0.931 0.964 -0.126 1.732 0.837 -0.878 -1.364 -1.436
0.0056 -0.43462 10.11394 0.8803645372 2.4439067841    0.789  1.718  3.7001  2.370    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.475 0.475 0.919 0.952 -0.142 1.725 0.825 -0.896 -1.385 -1.458
0.0056 -0.43462 10.11394 0.8804132342 2.4439203739    0.789  1.725  3.6992  2.359    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.457 0.459 0.906 0.939 -0.160 1.717 0.812 -0.917 -1.409 -1.482
0.0056 -0.43462 10.11394 0.8804638386 2.4439346790    0.789  1.733  3.6982  2.347    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.436 0.441 0.890 0.923 -0.180 1.707 0.796 -0.942 -1.436 -1.510
0.0056 -0.43462 10.11394 0.8805130124 2.4439482689    0.789  1.745  3.6967  2.329    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.407 0.415 0.868 0.901 -0.210 1.693 0.773 -0.977 -1.475 -1.550
0.0056 -0.43462 10.11394 0.8805629015 2.4439623356    0.789  1.763  3.6946  2.303    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.362 0.375 0.834 0.867 -0.255 1.671 0.738 -1.029 -1.534 -1.609
0.0056 -0.43462 10.11394 0.8806127906 2.4439764023    0.789  1.795  3.6909  2.256    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.281 0.303 0.772 0.806 -0.335 1.631 0.675 -1.123 -1.639 -1.716
0.0056 -0.43462 10.11394 0.8806407452 2.4439842701    0.789  1.832  3.6868  2.203    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.190 0.223 0.703 0.737 -0.425 1.587 0.605 -1.229 -1.758 -1.837
0.0056 -0.43462 10.11394 0.8806547523 2.4439880848    0.789  1.871  3.6826  2.147    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 0.093 0.138 0.630 0.665 -0.520 1.540 0.531 -1.340 -1.882 -1.964
0.0056 -0.43462 10.11394 0.8806614876 2.4439899921    0.789  1.910  3.6783  2.090    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 -0.006 0.052 0.556 0.592 -0.616 1.492 0.456 -1.454 -2.009 -2.093
0.0056 -0.43462 10.11394 0.8806646466 2.4439909458    0.789  1.948  3.6744  2.037    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 -0.099 -0.029 0.486 0.523 -0.707 1.449 0.386 -1.560 -2.128 -2.214
0.0056 -0.43462 10.11394 0.8806664348 2.4439914227    0.789  1.984  3.6706  1.986    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 -0.190 -0.109 0.417 0.454 -0.796 1.413 0.315 -1.663 -2.238 -2.328
0.0056 -0.43462 10.11394 0.8806676269 2.4439916611    0.789  2.021  3.6670  1.935    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 -0.281 -0.190 0.348 0.386 -0.885 1.384 0.244 -1.766 -2.347 -2.441
0.0056 -0.43462 10.11394 0.8806679249 2.4439918995    0.789  2.033  3.6658  1.918    4  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.691e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 5.577e-03 -0.311 -0.216 0.326 0.364 -0.914 1.374 0.221 -1.800 -2.382 -2.478
0.0056 -0.43462 10.11394 0.8806679845 2.4439918995    0.789  2.033  3.6657  1.917    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -8.72e-10      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.313 -0.217 0.325 0.363 -0.915 1.373 0.220 -1.801 -2.384 -2.479
0.0056 -0.43462 10.11394 0.8806682825 2.4439918995    0.789  2.049  3.6642  1.895    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1  -9.5e-10      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.352 -0.251 0.295 0.334 -0.953 1.360 0.190 -1.845 -2.431 -2.528
0.0056 -0.43462 10.11394 0.8806691170 2.4439921379    0.789  2.088  3.6604  1.841    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.449 -0.335 0.223 0.262 -1.047 1.325 0.116 -1.954 -2.546 -2.648
0.0056 -0.43462 10.11394 0.8806699514 2.4439923763    0.789  2.126  3.6567  1.788    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.545 -0.415 0.156 0.195 -1.137 1.280 0.051 -2.061 -2.668 -2.772
0.0056 -0.43462 10.11394 0.8806707263 2.4439926147    0.789  2.160  3.6534  1.741    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.630 -0.487 0.095 0.135 -1.216 1.251 -0.011 -2.154 -2.769 -2.877
0.0056 -0.43462 10.11394 0.8806716204 2.4439928532    0.789  2.187  3.6509  1.704    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -2e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.697 -0.544 0.045 0.086 -1.279 1.226 -0.062 -2.229 -2.849 -2.960
0.0056 -0.43462 10.11394 0.8806738257 2.4439935684    0.789  2.195  3.6502  1.693    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.718 -0.562 0.030 0.070 -1.299 1.218 -0.077 -2.252 -2.874 -2.985
0.0056 -0.43462 10.11394 0.8806752563 2.4439938068    0.789  2.171  3.6524  1.725    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.658 -0.512 0.073 0.113 -1.243 1.239 -0.033 -2.186 -2.803 -2.912
0.0056 -0.43462 10.11394 0.8806784749 2.4439947605    0.788  2.148  3.6546  1.758    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.599 -0.462 0.116 0.156 -1.188 1.260 0.010 -2.121 -2.733 -2.840
0.0056 -0.43462 10.11394 0.8806900382 2.4439980984    0.788  2.126  3.6567  1.788    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.544 -0.415 0.156 0.195 -1.136 1.280 0.051 -2.060 -2.667 -2.771
0.0056 -0.43462 10.11394 0.8807191849 2.4440062046    0.786  2.141  3.6552  1.765    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.59e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.582 -0.446 0.130 0.169 -1.171 1.269 0.024 -2.102 -2.713 -2.818
0.0056 -0.43462 10.11394 0.8807415962 2.4440124035    0.784  2.183  3.6511  1.706    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1    -2e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.687 -0.535 0.053 0.094 -1.270 1.232 -0.054 -2.218 -2.838 -2.949
0.0056 -0.43462 10.11394 0.8807622194 2.4440183640    0.781  2.226  3.6471  1.646    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -2.54e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.794 -0.624 -0.023 0.018 -1.369 1.196 -0.131 -2.336 -2.964 -3.080
0.0056 -0.43462 10.11394 0.8807804585 2.4440233707    0.779  2.268  3.6432  1.586    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -3.21e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -0.899 -0.712 -0.098 -0.056 -1.466 1.161 -0.207 -2.451 -3.087 -3.209
0.0056 -0.43462 10.11394 0.8807961345 2.4440276623    0.776  2.309  3.6393  1.528    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -4.02e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -1.003 -0.798 -0.171 -0.130 -1.560 1.126 -0.282 -2.564 -3.208 -3.336
0.0056 -0.43462 10.11394 0.8808096647 2.4440314770    0.773  2.350  3.6355  1.470    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -5.06e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.160e-03 -1.105 -0.880 -0.240 -0.198 -1.653 1.093 -0.350 -2.675 -3.329 -3.463
0.0056 -0.43462 10.11394 0.8808214664 2.4440348148    0.769  2.391  3.6318  1.413    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -6.34e-09      0.00 7.253e-01 2.675e-01 9.015e-04 3.471e-04 2.439e-03 -1.000 7.135e-03 -1.207 -0.962 -0.308 -0.265 -1.745 1.059 -0.417 -2.786 -3.451 -3.589
0.0056 -0.43462 10.11394 0.8808319569 2.4440379143    0.765  2.431  3.6282  1.356    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -7.92e-09      0.00 7.253e-01 2.676e-01 9.014e-04 3.471e-04 2.439e-03 -1.000 7.084e-03 -1.307 -1.043 -0.374 -0.332 -1.836 1.026 -0.482 -2.895 -3.571 -3.714
0.0056 -0.43462 10.11394 0.8808413148 2.4440405369    0.761  2.471  3.6246  1.299    7  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -9.87e-09      0.00 7.253e-01 2.676e-01 9.011e-04 3.472e-04 2.439e-03 -1.000 7.074e-03 -1.407 -1.122 -0.438 -0.395 -1.925 0.996 -0.544 -3.003 -3.691 -3.838
0.0056 -0.43462 10.11394 0.8808499575 2.4440429211    0.756  2.511  3.6208  1.241    7  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-08      0.00 7.253e-01 2.676e-01 9.003e-04 3.476e-04 2.439e-03 -1.000 7.066e-03 -1.507 -1.200 -0.501 -0.458 -2.014 0.968 -0.606 -3.111 -3.811 -3.964
0.0056 -0.43462 10.11394 0.8808580041 2.4440450668    0.751  2.551  3.6170  1.183    7  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-08      0.00 7.253e-01 2.676e-01 8.983e-04 3.488e-04 2.439e-03 -1.000 7.060e-03 -1.607 -1.277 -0.562 -0.519 -2.102 0.943 -0.664 -3.219 -3.931 -4.089
0.0056 -0.43462 10.11394 0.8808655143 2.4440472126    0.744  2.590  3.6118  1.119    7  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-08      0.00 7.253e-01 2.676e-01 8.945e-04 3.521e-04 2.439e-03 -1.000 7.060e-03 -1.706 -1.343 -0.605 -0.562 -2.183 0.945 -0.704 -3.328 -4.058 -4.222
0.0056 -0.43462 10.11394 0.8808691502 2.4440481663    0.740  2.611  3.6070  1.077    7  0.000  0.487     0.00     0.00     0.00     0.00     0.00 -1 -2.16e-08      0.00 7.253e-01 2.676e-01 8.914e-04 3.554e-04 2.439e-03 -1.000 7.060e-03 -1.756 -1.363 -0.603 -0.560 -2.216 0.986 -0.698 -3.387 -4.133 -4.305
0.0056 -0.43462 10.11394 0.8808760643 2.4440500736    0.732  2.650  3.6019  1.012    7  0.000  0.484     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-08      0.00 7.253e-01 2.677e-01 8.846e-04 3.632e-04 2.439e-03 -1.000 7.010e-03 -1.856 -1.428 -0.645 -0.602 -2.296 0.990 -0.736 -3.495 -4.258 -4.437
0.0056 -0.43462 10.11394 0.8808827996 2.4440519810    0.721  2.690  3.5981  0.951    7  0.000  0.480     0.00     0.00     0.00     0.00     0.00 -1 -3.46e-08      0.00 7.253e-01 2.677e-01 8.776e-04 3.718e-04 2.439e-03 -1.000 6.979e-03 -1.955 -1.500 -0.697 -0.654 -2.381 0.977 -0.784 -3.602 -4.377 -4.562
0.0056 -0.43462 10.11394 0.8808891177 2.4440538883    0.709  2.730  3.5943  0.887    7  0.000  0.476     0.00     0.00     0.00     0.00     0.00 -1 -4.43e-08      0.00 7.253e-01 2.677e-01 8.712e-04 3.796e-04 2.439e-03 -1.000 6.961e-03 -2.056 -1.571 -0.746 -0.703 -2.466 0.968 -0.830 -3.710 -4.497 -4.689
0.0056 -0.43462 10.11394 0.8808947206 2.4440553188    0.694  2.770  3.5904  0.823    7  0.000  0.473     0.00     0.00     0.00     0.00     0.00 -1 -5.68e-08      0.00 7.253e-01 2.677e-01 8.655e-04 3.866e-04 2.439e-03 -1.000 6.960e-03 -2.155 -1.642 -0.794 -0.752 -2.549 0.960 -0.874 -3.817 -4.616 -4.814
0.0056 -0.43462 10.11394 0.8808996081 2.4440567493    0.679  2.810  3.5867  0.759    7  0.000  0.471     0.00     0.00     0.00     0.00     0.00 -1 -7.28e-08      0.00 7.253e-01 2.677e-01 8.608e-04 3.923e-04 2.439e-03 -1.000 6.960e-03 -2.255 -1.709 -0.837 -0.795 -2.631 0.954 -0.914 -3.924 -4.734 -4.939
